valid_time,source,ghi,fetched_at
2026-08-29 16:00:00,analysis,761.0,2026-09-14T15:08:27
2026-08-29 16:00:00,era5,680.0,2026-09-14T14:28:17
2026-08-29 17:00:00,analysis,577.0,2026-09-14T15:08:27
2026-08-29 17:00:00,era5,492.0,2026-09-14T14:28:17
2026-08-30 09:00:00,analysis,250.0,2026-09-14T15:08:27
2026-08-30 09:00:00,era5,62.0,2026-09-14T14:28:17
2026-08-30 10:00:00,analysis,484.0,2026-09-14T15:08:27
2026-08-30 10:00:00,era5,183.0,2026-09-14T14:28:17
2026-08-30 11:00:00,analysis,701.0,2026-09-14T15:08:27
2026-08-30 11:00:00,era5,500.0,2026-09-14T14:28:17
2026-08-30 12:00:00,analysis,844.0,2026-09-14T15:08:27
2026-08-30 12:00:00,era5,507.0,2026-09-14T14:28:17
2026-08-30 13:00:00,analysis,972.0,2026-09-14T15:08:27
2026-08-30 13:00:00,era5,737.0,2026-09-14T14:28:17
2026-08-30 14:00:00,analysis,964.0,2026-09-14T15:08:27
2026-08-30 14:00:00,era5,858.0,2026-09-14T14:28:17
2026-08-30 15:00:00,analysis,881.0,2026-09-14T15:08:27
2026-08-30 15:00:00,era5,742.0,2026-09-14T14:28:17
2026-08-30 16:00:00,analysis,768.0,2026-09-14T15:08:27
2026-08-30 16:00:00,era5,651.0,2026-09-14T14:28:17
2026-08-30 17:00:00,analysis,574.0,2026-09-14T15:08:27
2026-08-30 17:00:00,era5,505.0,2026-09-14T14:28:17
2026-08-31 09:00:00,analysis,235.0,2026-09-14T15:08:27
2026-08-31 09:00:00,era5,100.0,2026-09-14T14:28:17
2026-08-31 10:00:00,analysis,525.0,2026-09-14T15:08:27
2026-08-31 10:00:00,era5,152.0,2026-09-14T14:28:17
2026-08-31 11:00:00,analysis,743.0,2026-09-14T15:08:27
2026-08-31 11:00:00,era5,252.0,2026-09-14T14:28:17
2026-08-31 12:00:00,analysis,894.0,2026-09-14T15:08:27
2026-08-31 12:00:00,era5,396.0,2026-09-14T14:28:17
2026-08-31 13:00:00,analysis,977.0,2026-09-14T15:08:27
2026-08-31 13:00:00,era5,534.0,2026-09-14T14:28:17
2026-08-31 14:00:00,analysis,982.0,2026-09-14T15:08:27
2026-08-31 14:00:00,era5,682.0,2026-09-14T14:28:17
2026-08-31 15:00:00,analysis,914.0,2026-09-14T15:08:27
2026-08-31 15:00:00,era5,630.0,2026-09-14T14:28:17
2026-08-31 16:00:00,analysis,774.0,2026-09-14T15:08:27
2026-08-31 16:00:00,era5,454.0,2026-09-14T14:28:17
2026-08-31 17:00:00,analysis,561.0,2026-09-14T15:08:27
2026-08-31 17:00:00,era5,378.0,2026-09-14T14:28:17
2026-09-01 09:00:00,analysis,298.0,2026-09-14T15:08:27
2026-09-01 09:00:00,era5,221.0,2026-09-14T14:28:17
2026-09-01 10:00:00,analysis,538.0,2026-09-14T15:08:27
2026-09-01 10:00:00,era5,442.0,2026-09-14T14:28:17
2026-09-01 11:00:00,analysis,745.0,2026-09-14T15:08:27
2026-09-01 11:00:00,era5,600.0,2026-09-14T14:28:17
2026-09-01 12:00:00,analysis,891.0,2026-09-14T15:08:27
2026-09-01 12:00:00,era5,729.0,2026-09-14T14:28:17
2026-09-01 13:00:00,analysis,975.0,2026-09-14T15:08:27
2026-09-01 13:00:00,era5,753.0,2026-09-14T14:28:17
2026-09-01 14:00:00,analysis,980.0,2026-09-14T15:08:27
2026-09-01 14:00:00,era5,900.0,2026-09-14T14:28:17
2026-09-01 15:00:00,analysis,912.0,2026-09-14T15:08:27
2026-09-01 15:00:00,era5,823.0,2026-09-14T14:28:17
2026-09-01 16:00:00,analysis,773.0,2026-09-14T15:08:27
2026-09-01 16:00:00,era5,612.0,2026-09-14T14:28:17
2026-09-01 17:00:00,analysis,576.0,2026-09-14T15:08:27
2026-09-01 17:00:00,era5,425.0,2026-09-14T14:28:17
2026-09-02 09:00:00,analysis,302.0,2026-09-14T15:08:27
2026-09-02 09:00:00,era5,240.0,2026-09-14T14:28:17
2026-09-02 10:00:00,analysis,544.0,2026-09-14T15:08:27
2026-09-02 10:00:00,era5,457.0,2026-09-14T14:28:17
2026-09-02 11:00:00,analysis,752.0,2026-09-14T15:08:27
2026-09-02 11:00:00,era5,653.0,2026-09-14T14:28:17
2026-09-02 12:00:00,analysis,905.0,2026-09-14T15:08:27
2026-09-02 12:00:00,era5,791.0,2026-09-14T14:28:17
2026-09-02 13:00:00,analysis,989.0,2026-09-14T15:08:27
2026-09-02 13:00:00,era5,796.0,2026-09-14T14:28:17
2026-09-02 14:00:00,analysis,995.0,2026-09-14T15:08:27
2026-09-02 14:00:00,era5,862.0,2026-09-14T14:28:17
2026-09-02 15:00:00,analysis,918.0,2026-09-14T15:08:27
2026-09-02 15:00:00,era5,829.0,2026-09-14T14:28:17
2026-09-02 16:00:00,analysis,784.0,2026-09-14T15:08:27
2026-09-02 16:00:00,era5,690.0,2026-09-14T14:28:17
2026-09-02 17:00:00,analysis,586.0,2026-09-14T15:08:27
2026-09-02 17:00:00,era5,511.0,2026-09-14T14:28:17
2026-09-03 09:00:00,analysis,309.0,2026-09-14T15:08:27
2026-09-03 09:00:00,era5,238.0,2026-09-14T14:28:17
2026-09-03 10:00:00,analysis,553.0,2026-09-14T15:08:27
2026-09-03 10:00:00,era5,443.0,2026-09-14T14:28:17
2026-09-03 11:00:00,analysis,762.0,2026-09-14T15:08:27
2026-09-03 11:00:00,era5,652.0,2026-09-14T14:28:17
2026-09-03 12:00:00,analysis,913.0,2026-09-14T15:08:27
2026-09-03 12:00:00,era5,814.0,2026-09-14T14:28:17
2026-09-03 13:00:00,analysis,994.0,2026-09-14T15:08:27
2026-09-03 13:00:00,era5,896.0,2026-09-14T14:28:17
2026-09-03 14:00:00,analysis,998.0,2026-09-14T15:08:27
2026-09-03 14:00:00,era5,901.0,2026-09-14T14:28:17
2026-09-03 15:00:00,analysis,931.0,2026-09-14T15:08:27
2026-09-03 15:00:00,era5,829.0,2026-09-14T14:28:17
2026-09-03 16:00:00,analysis,795.0,2026-09-14T15:08:27
2026-09-03 16:00:00,era5,663.0,2026-09-14T14:28:17
2026-09-03 17:00:00,analysis,595.0,2026-09-14T15:08:27
2026-09-03 17:00:00,era5,509.0,2026-09-14T14:28:17
2026-09-04 09:00:00,analysis,309.0,2026-09-14T15:08:27
2026-09-04 09:00:00,era5,241.0,2026-09-14T14:28:17
2026-09-04 10:00:00,analysis,554.0,2026-09-14T15:08:27
2026-09-04 10:00:00,era5,446.0,2026-09-14T14:28:17
2026-09-04 11:00:00,analysis,762.0,2026-09-14T15:08:27
2026-09-04 11:00:00,era5,616.0,2026-09-14T14:28:17
2026-09-04 12:00:00,analysis,914.0,2026-09-14T15:08:27
2026-09-04 12:00:00,era5,771.0,2026-09-14T14:28:17
2026-09-04 13:00:00,analysis,996.0,2026-09-14T15:08:27
2026-09-04 13:00:00,era5,881.0,2026-09-14T14:28:17
2026-09-04 14:00:00,analysis,1000.0,2026-09-14T15:08:27
2026-09-04 14:00:00,era5,904.0,2026-09-14T14:28:17
2026-09-04 15:00:00,analysis,927.0,2026-09-14T15:08:27
2026-09-04 15:00:00,era5,793.0,2026-09-14T14:28:17
2026-09-04 16:00:00,analysis,784.0,2026-09-14T15:08:27
2026-09-04 16:00:00,era5,683.0,2026-09-14T14:28:17
2026-09-04 17:00:00,analysis,582.0,2026-09-14T15:08:27
2026-09-04 17:00:00,era5,507.0,2026-09-14T14:28:17
2026-09-05 09:00:00,analysis,312.0,2026-09-14T15:08:27
2026-09-05 09:00:00,era5,242.0,2026-09-14T14:28:17
2026-09-05 10:00:00,analysis,557.0,2026-09-14T15:08:27
2026-09-05 10:00:00,era5,465.0,2026-09-14T14:28:17
2026-09-05 11:00:00,analysis,758.0,2026-09-14T15:08:27
2026-09-05 11:00:00,era5,667.0,2026-09-14T14:28:17
2026-09-05 12:00:00,analysis,917.0,2026-09-14T15:08:27
2026-09-05 12:00:00,era5,803.0,2026-09-14T14:28:17
2026-09-05 13:00:00,analysis,998.0,2026-09-14T15:08:27
2026-09-05 13:00:00,era5,879.0,2026-09-14T14:28:17
2026-09-05 14:00:00,analysis,1003.0,2026-09-14T15:08:27
2026-09-05 14:00:00,era5,886.0,2026-09-14T14:28:17
2026-09-05 15:00:00,analysis,929.0,2026-09-14T15:08:27
2026-09-05 15:00:00,era5,828.0,2026-09-14T14:28:17
2026-09-05 16:00:00,analysis,783.0,2026-09-14T15:08:27
2026-09-05 16:00:00,era5,690.0,2026-09-14T14:28:17
2026-09-05 17:00:00,analysis,582.0,2026-09-14T15:08:27
2026-09-05 17:00:00,era5,497.0,2026-09-14T14:28:17
2026-09-14 16:00:00,analysis,704.0,2026-09-14T15:05:21
2026-09-14 17:00:00,analysis,449.0,2026-09-14T15:05:21
2026-09-14 18:00:00,analysis,323.0,2026-09-14T15:05:21
2026-09-14 19:00:00,analysis,82.0,2026-09-14T15:05:21
2026-09-15 13:00:00,analysis,1007.0,2026-09-15T11:34:58
2026-09-15 14:00:00,analysis,1005.0,2026-09-15T11:34:58
2026-09-15 15:00:00,analysis,926.0,2026-09-15T11:34:58
2026-09-15 16:00:00,analysis,781.0,2026-09-15T11:34:58
